text,text_lower,label
ACNUDH,acnudh,MISC
Acuerdo,acuerdo,MISC
Comisión para la Verdad y Acceso a la Justicia,comisión para la verdad y acceso a la justicia,ORG
Caso Ayotzinapa,caso ayotzinapa,LOC
El 9 de abril,el 9 de abril,MISC
México,méxico,LOC
ACNUDH,acnudh,MISC
Acuerdo para la formación,acuerdo para la formación,MISC
Guardia Nacional,guardia nacional,ORG
El 29 de mayo de 2019,el 29 de mayo de 2019,MISC
Gobierno de México,gobierno de méxico,MISC
Unión Europea,unión europea,ORG
ONU,onu,ORG
Iniciativa Spotlight para Eliminar la Violencia contra las Mujeres y las Niñas,iniciativa spotlight para eliminar la violencia contra las mujeres y las niñas,MISC
El 20 de junio de 2019,el 20 de junio de 2019,MISC
Ciudad de México,ciudad de méxico,LOC
Primera Sesión de 2019,primera sesión de 2019,MISC
Comisión para el Seguimiento,comisión para el seguimiento,ORG
Comité de los Derechos del Niño de Naciones Unidas,comité de los derechos del niño de naciones unidas,ORG
Directora Ejecutiva del Fondo de Naciones Unidas para la Infancia,directora ejecutiva del fondo de naciones unidas para la infancia,LOC
Centroamérica,centroamérica,LOC
Caribe,caribe,LOC
En el marco del Proyecto de Integración y Desarrollo de Mesoamérica,en el marco del proyecto de integración y desarrollo de mesoamérica,MISC
Del 11,del 11,MISC
Reunión Presencial del Comité de Radiocomunicaciones,reunión presencial del comité de radiocomunicaciones,PER
Instituto Federal de Telecomunicaciones,instituto federal de telecomunicaciones,ORG
IFT,ift,ORG
México,méxico,LOC
Conferencia Mundial de Radiocomunicaciones,conferencia mundial de radiocomunicaciones,MISC
Mesoamérica,mesoamérica,ORG
Comisión Interamericana de Telecomunicaciones,comisión interamericana de telecomunicaciones,ORG
CITEL,citel,ORG
Unión Internacional de Telecomunicaciones,unión internacional de telecomunicaciones,ORG
UIT,uit,ORG
Taller Regional de Tecnologías de la Información y Comunicación,taller regional de tecnologías de la información y comunicación,MISC
Discapacidad-Gobierno Digital,discapacidad-gobierno digital,MISC
Reunión de Enlaces Agenda Digital Mesoamericana,reunión de enlaces agenda digital mesoamericana,MISC
ADM,adm,ORG
Energía.,energía.,MISC
El 26 de junio de 2019,el 26 de junio de 2019,MISC
SRE,sre,MISC
LXI Reunión,lxi reunión,ORG
Consejo Director del Mercado Eléctrico Regional,consejo director del mercado eléctrico regional,ORG
CDMER,cdmer,ORG
"Asimismo, el 27 de junio de 2019","asimismo, el 27 de junio de 2019",MISC
Reunión,reunión,LOC
México,méxico,LOC
América Central,américa central,LOC
México,méxico,LOC
Mercado Eléctrico Regional de América Central,mercado eléctrico regional de américa central,LOC
Transporte,transporte,LOC
Agencia Mexicana de Cooperación Internacional para el Desarrollo,agencia mexicana de cooperación internacional para el desarrollo,ORG
Consejo Sectorial de Ministros de Transporte de Centroamérica,consejo sectorial de ministros de transporte de centroamérica,ORG
Comisión Interinstitucional de Transporte Marítimo de Corta Distancia,comisión interinstitucional de transporte marítimo de corta distancia,ORG
TMCD,tmcd,LOC
Guatemala,guatemala,LOC
TMCD,tmcd,LOC
México,méxico,LOC
Facilitación Comercial,facilitación comercial,ORG
Los días 25,los días 25,MISC
Servicio de Administración Tributaria,servicio de administración tributaria,ORG
Guatemala,guatemala,LOC
Honduras,honduras,LOC
República de El Salvador,república de el salvador,LOC
Seguridad Alimentaria y Nutricional,seguridad alimentaria y nutricional,ORG
De,de,ORG
Programa Mesoamérica sin Hambre: !,programa mesoamérica sin hambre: !,ORG
Guatemala,guatemala,LOC
Mesa Técnica Departamental de Alimentación Escolar de Chiquimula,mesa técnica departamental de alimentación escolar de chiquimula,MISC
Ley de Seguridad Alimentaria,ley de seguridad alimentaria,MISC
República de El Salvador,república de el salvador,LOC
Caserío El Guarumal,caserío el guarumal,LOC
Sensembra,sensembra,LOC
Sistemas de Captación de Agua de Lluvia,sistemas de captación de agua de lluvia,ORG
SCALL,scall,LOC
México,méxico,LOC
SCALL,scall,ORG
La Libertad,la libertad,LOC
San Martín de Amacayacu,san martín de amacayacu,LOC
departamento del Amazonas,departamento del amazonas,LOC
Colombia,colombia,LOC
IX Comisión Mixta AMEXCID,ix comisión mixta amexcid,MISC
FAO,fao,ORG
Programa Mesoamérica sin Hambre,programa mesoamérica sin hambre,ORG
PDI,pdi,MISC
Ello coadyuva a cerrar las brechasestructurales,ello coadyuva a cerrar las brechasestructurales,MISC
Salud,salud,MISC
Los días 20,los días 20,MISC
República de El Salvador la IV Reunión de Coordinadores Nacionales,república de el salvador la iv reunión de coordinadores nacionales,LOC
Sistema Mesoamericano de Salud Pública,sistema mesoamericano de salud pública,LOC
Estudio de Factibilidad de los Planes Maestros Mesoamericanos,estudio de factibilidad de los planes maestros mesoamericanos,ORG
Planes,planes,MISC
En el marco de la Red Mesoamericana de Gestión Integral del Riesgo,en el marco de la red mesoamericana de gestión integral del riesgo,MISC
RM,rm,MISC
GIR,gir,MISC
Costa Rica la Reunión de los Entes Rectores de los Sistemas Nacionales de Prevención,costa rica la reunión de los entes rectores de los sistemas nacionales de prevención,LOC
Mitigación,mitigación,LOC
Atención de Desastres de la Región Mesoamericana,atención de desastres de la región mesoamericana,ORG
Estrategia de Sostenibilidad,estrategia de sostenibilidad,MISC
Ciudad de México,ciudad de méxico,LOC
Entes Rectores,entes rectores,LOC
Gobierno de México,gobierno de méxico,LOC
En esta ocasión se dialogó,en esta ocasión se dialogó,MISC
RM,rm,MISC
GIR,gir,ORG
El proyecto concluyó,el proyecto concluyó,MISC
El 11,el 11,MISC
México,méxico,LOC
XXX Reunión de Directores de Cooperación Internacional de América Latina y el Caribe,xxx reunión de directores de cooperación internacional de américa latina y el caribe,MISC
Secretaría Permanente del Sistema Económico Latinoamericano y del Caribe,secretaría permanente del sistema económico latinoamericano y del caribe,MISC
Panamá,panamá,PER
En esta reunión,en esta reunión,MISC
En el marco del Fondo de Infraestructura para Países de Mesoamérica,en el marco del fondo de infraestructura para países de mesoamérica,MISC
Fondo de Yucatán,fondo de yucatán,MISC
México,méxico,LOC
Fondo de Yucatán,fondo de yucatán,LOC
De diciembre de 2018,de diciembre de 2018,MISC
Belice,belice,LOC
República de El Salvador,república de el salvador,LOC
Costa Rica,costa rica,LOC
Panamá,panamá,LOC
El 30 de enero de 2019,el 30 de enero de 2019,MISC
Comité Técnico,comité técnico,ORG
Hospital México,hospital méxico,LOC
Marigot,marigot,LOC
Dominica,dominica,LOC
Destaca la celebración de la Primera Sesión Extraordinaria del Comité Técnico del Fondo,destaca la celebración de la primera sesión extraordinaria del comité técnico del fondo,MISC
AMEXCID,amexcid,ORG
Diario Oficial de la Federación el Decreto,diario oficial de la federación el decreto,MISC
Secretaría de Relaciones Exteriores,secretaría de relaciones exteriores,MISC
Fondo de Yucatán,fondo de yucatán,MISC
El 5 de abril de 2019,el 5 de abril de 2019,MISC
Programa Mesoamericano de Cooperación,programa mesoamericano de cooperación,MISC
Centro de Servicios Climáticos,centro de servicios climáticos,LOC
Mesoamérica,mesoamérica,LOC
Caribe,caribe,LOC
Instituto Mexicano de Tecnología del Agua,instituto mexicano de tecnología del agua,ORG
La AMEXCID,la amexcid,LOC
Asociación de Estados del Caribe,asociación de estados del caribe,ORG
AEC,aec,ORG
Fortalecimiento de Capacidades Hidrográficas de los Estados de Mesoamérica,fortalecimiento de capacidades hidrográficas de los estados de mesoamérica,LOC
CaribeÓ,caribeó,MISC
SEMAR,semar,ORG
El 14 de junio,el 14 de junio,MISC
Puerto España,puerto españa,LOC
Trinidad y Tobago,trinidad y tobago,LOC
Comité Especial de Reducción del Riesgo de Desastres,comité especial de reducción del riesgo de desastres,ORG
AEC,aec,ORG
Plataforma de Información Territorial del Caribe para la Prevención de Desastres,plataforma de información territorial del caribe para la prevención de desastres,MISC
Coordinación Nacional de Protección Civil,coordinación nacional de protección civil,LOC
En el marco de la Iniciativa México,en el marco de la iniciativa méxico,MISC
CARICOM,caricom,ORG
FAO,fao,ORG
Cooperación para la Adaptación,cooperación para la adaptación,MISC
Resiliencia al Cambio Climático,resiliencia al cambio climático,ORG
CaribeÓ,caribeó,MISC
La iniciativa,la iniciativa,MISC
Organización para la Alimentación,organización para la alimentación,ORG
Agricultura,agricultura,ORG
FAO,fao,ORG
Fondo Verde del Clima,fondo verde del clima,ORG
En el Caribe,en el caribe,ORG
En el caso de Cuba,en el caso de cuba,MISC
En el caso de Haití,en el caso de haití,MISC
En lo que se refiere a cooperación triangular en beneficio de Centroamérica,en lo que se refiere a cooperación triangular en beneficio de centroamérica,MISC
Caribe,caribe,LOC
México,méxico,LOC
Reino Unido,reino unido,LOC
España,españa,LOC
Suiza,suiza,LOC
Turquía,turquía,LOC
Países Bajos,países bajos,LOC
Plan de Desarrollo Integral,plan de desarrollo integral,ORG
Centroamérica,centroamérica,LOC
Honduras,honduras,LOC
Guatemala,guatemala,LOC
República de El Salvador,república de el salvador,LOC
Programa Prevención de la Migración No Acompañada de Niñas,programa prevención de la migración no acompañada de niñas,ORG
Niños,niños,ORG
Adolescentes en Comunidades de Origen del Triángulo Norte,adolescentes en comunidades de origen del triángulo norte,ORG
Fondo Conjunto México,fondo conjunto méxico,ORG
Alemania,alemania,LOC
El proyecto beneficia,el proyecto beneficia,MISC
Si bien este proyecto llegó a su término el día 30 de abril de 2019,si bien este proyecto llegó a su término el día 30 de abril de 2019,MISC
Fondo Mixto de Cooperación Técnica,fondo mixto de cooperación técnica,MISC
Científica México,científica méxico,LOC
España,españa,LOC
Agencia Española de Cooperación Internacional para el Desarrollo,agencia española de cooperación internacional para el desarrollo,ORG
AECID,aecid,ORG
México,méxico,LOC
Alemania,alemania,LOC
Guatemala,guatemala,LOC
Honduras,honduras,LOC
Bolivia,bolivia,LOC
Colombia,colombia,LOC
Ecuador,ecuador,LOC
Paraguay,paraguay,LOC
Argentina,argentina,LOC
Cuba,cuba,LOC
República Dominicana,república dominicana,LOC
Francia,francia,LOC
Guatemala,guatemala,LOC
República de El Salvador,república de el salvador,LOC
Haití,haití,LOC
Cuba,cuba,LOC
Marruecos,marruecos,LOC
Níger,níger,LOC
Agadir,agadir,LOC
Marruecos,marruecos,LOC
En el marco del Fondo Conjunto de Cooperación,en el marco del fondo conjunto de cooperación,MISC
México,méxico,LOC
Uruguay,uruguay,LOC
Programa de Cooperación Técnica,programa de cooperación técnica,ORG
Científica 2016,científica 2016,MISC
Programa 2019,programa 2019,MISC
Fondo Conjunto,fondo conjunto,ORG
En el marco de la cooperación triangular,en el marco de la cooperación triangular,MISC
Japón,japón,MISC
República de El Salvador,república de el salvador,LOC
Se trabaja también en la identificación,se trabaja también en la identificación,MISC
Centroamérica,centroamérica,LOC
Participación,participación,LOC
México,méxico,LOC
AMEXCID,amexcid,LOC
Cooperación Internacional para el Desarrollo,cooperación internacional para el desarrollo,ORG
En ese sentido,en ese sentido,MISC
Segunda Conferencia de Alto Nivel de las Naciones Unidas sobre Cooperación Sur,segunda conferencia de alto nivel de las naciones unidas sobre cooperación sur,MISC
Sur,sur,LOC
Plan de Acción,plan de acción,MISC
Buenos Aires,buenos aires,LOC
AMEXCID,amexcid,ORG
Retiro del Grupo de Amigos de Monterrey,retiro del grupo de amigos de monterrey,MISC
Alemania,alemania,LOC
Suiza,suiza,LOC
Armenia,armenia,LOC
Bangladesh,bangladesh,LOC
Cabo Verde,cabo verde,LOC
Chile,chile,LOC
Etiopía,etiopía,LOC
Indonesia,indonesia,LOC
República Checa,república checa,LOC
La AMEXCID,la amexcid,LOC
México,méxico,LOC
Cuarta Edición,cuarta edición,ORG
FfD Forum,ffd forum,MISC
Nueva York,nueva york,LOC
EUA,eua,LOC
La AMEXCID,la amexcid,LOC
Sistema de las Naciones Unidas,sistema de las naciones unidas,ORG
México,méxico,LOC
Por otra parte,por otra parte,MISC
Conferencia Iberoamericana,conferencia iberoamericana,ORG
AMEXCID,amexcid,ORG
El 15 de mayo de 2019,el 15 de mayo de 2019,MISC
Consejo de Diplomacia Cultural,consejo de diplomacia cultural,ORG
Consejo,consejo,ORG
México,méxico,LOC
México,méxico,LOC
El 11 de julio de,el 11 de julio de,MISC
Consejo de Diplomacia Turística,consejo de diplomacia turística,ORG
México,méxico,LOC
Dicho Consejo,dicho consejo,ORG
México,méxico,LOC
MIGRACIÓN,migración,LOC
SOLUCIONES,soluciones,MISC
México,méxico,LOC
Ante,ante,LOC
Gobierno Federal,gobierno federal,LOC
los Estados Unidos de América,los estados unidos de américa,LOC
EUA,eua,LOC
DEFENSA,defensa,ORG
MEXICANOS,mexicanos,ORG
LOS ESTADOS UNIDOS DE AMÉRICA,los estados unidos de américa,LOC
Estrategia de Protección al Migrante,estrategia de protección al migrante,MISC
EUA,eua,LOC
Del 1 de diciembre de 2018,del 1 de diciembre de 2018,MISC
También,también,MISC
Cancillería,cancillería,LOC
EUA,eua,LOC
Además,además,LOC
Instituto Nacional de Lenguas Indígenas,instituto nacional de lenguas indígenas,ORG
EUA,eua,LOC
Canadá,canadá,LOC
Sensibilización,sensibilización,LOC
Derechos de los Pueblos Indígenas,derechos de los pueblos indígenas,MISC
En materia de protección,en materia de protección,MISC
México,méxico,LOC
EUA,eua,LOC
La oportuna intervención,la oportuna intervención,MISC
"Se registraron 2,226 casos de traslados de restos a territorio nacional","se registraron 2,226 casos de traslados de restos a territorio nacional",MISC
México,méxico,LOC
Por otra parte,por otra parte,MISC
Programa de Asistencia Jurídica,programa de asistencia jurídica,MISC
Asesorías Legales Externas,asesorías legales externas,ORG
EUA,eua,LOC
En el marco del Programa de Asistencia Jurídica,en el marco del programa de asistencia jurídica,MISC
Casos de Pena Capital,casos de pena capital,ORG
EUA,eua,LOC
Actualmente,actualmente,LOC
Por medio del Programa de Igualdad de Género,por medio del programa de igualdad de género,MISC
México,méxico,LOC
Ventanillas de Atención Integral para la Mujer,ventanillas de atención integral para la mujer,ORG
México,méxico,LOC
EUA,eua,LOC
México,méxico,LOC
Las labores preventivas de las embajadas,las labores preventivas de las embajadas,MISC
México,méxico,LOC
Los protocolos,los protocolos,MISC
Nueva Zelandia,nueva zelandia,LOC
Etiopía,etiopía,LOC
India,india,LOC
Sri Lanka,sri lanka,LOC
En el marco del Programa de Trabajadores Agrícolas Temporales México-Canadá,en el marco del programa de trabajadores agrícolas temporales méxico-canadá,MISC
México,méxico,LOC
Programa,programa,ORG
En materia de derecho de familia,en materia de derecho de familia,MISC
También,también,MISC
EUA,eua,LOC
Además,además,LOC
Convenio de La Haya,convenio de la haya,MISC
En total,en total,MISC
Los consulados mexicanos en los EUA,los consulados mexicanos en los eua,MISC
SERVICIOS CONSULARES A,servicios consulares a,MISC
México,méxico,LOC
EUA,eua,LOC
Instituto Nacional Electoral,instituto nacional electoral,ORG
Sistema de Citas Consulares MEXITEL,sistema de citas consulares mexitel,LOC
Consulados Honorarios,consulados honorarios,LOC
Phnom Penh,phnom penh,LOC
Camboya,camboya,LOC
Bucaramanga,bucaramanga,LOC
Colombia,colombia,LOC
Skopje,skopje,LOC
Macedonia,macedonia,LOC
Consulados Honorarios,consulados honorarios,ORG
Jartum,jartum,LOC
Sudán,sudán,LOC
Faro,faro,LOC
Portugal,portugal,LOC
Wattens,wattens,LOC
Austria,austria,LOC
En materia de vinculación comunitaria,en materia de vinculación comunitaria,MISC
EUA,eua,LOC
Instituto de los Mexicanos,instituto de los mexicanos,ORG
